Date_Extracted,Sample_ID,Vol. Filtered (mL),Ext. Date,Set,Vial,Chl_C3_Amount,Chlide_Amount,MgDVP_Amount,Chl_C2_Amount,Chl_C1_Amount,Peridinin_Amount,Ph-ide_Amount,19-But_Amount,Fuco_Amount,19-Hex-like_keto_Amount,Neo_Amount,Prasino_Amount,Viola_Amount,19-Hex_Amount,Diadino_Amount,cis-fuco_Amount,Allo_Amount,Diato_Amount,Monad_Amount,Zea_Amount,Lutein_Amount,8-Apo_Amount,Croco_Amount,Chl_b_Amount,Chl_a-like_1_Amount,Chl_C2-like_Amount,DV_Chl_a_Amount,Chl_a_Amount,Ph-tin_a_Amount,a-Car_Amount,b-Car_Amount,Tchla_(ng/L),Tchla_(ug/L),,Fuco_TChla,Chlb_TChla,C1_C2_TChla,Phaeos_Tchla,Peri_Tchla,Viola_Tchla,Zea_Tchla,Chlb_Tchla
7/14/2021,WR1,200,10/18/2021,8,23,0,295.9682112,80.54005555,2880.974649,4923.280859,155.4590397,533.4012762,0,297.7949805,0,32.8524201,29.61261891,129.5405696,0,468.5297849,83.90106611,0,253.1962018,0,528.2960638,60.57034365,47.32230812,96.18980529,335.445555,96.76042244,0,701.9367851,5630.562691,510.8947405,0,254.0191847,6725.22811,6.72522811,,0.04428028,0.049878688,1.160444729,0.155280386,0.023115802,0.019261885,0.078554371,0.049878688
7/14/2021,HC2,100,10/18/2021,8,24,0,315.5791921,232.6361036,3387.570485,5408.410351,170.891979,591.225055,0,394.835423,0,75.35096809,46.62693728,177.0473635,0,749.6764354,138.3577459,0,357.9336542,391.6817855,744.8501743,152.4191813,84.88704801,237.0768503,551.4812107,184.4367299,0,952.5787191,7468.594123,977.4693873,0,388.7239391,8921.188764,8.921188764,,0.044258163,0.06181701,0.985965107,0.175839172,0.019155741,0.019845714,0.083492256,0.06181701
7/14/2021,SC2,100,10/18/2021,8,25,0,289.3201507,168.3317656,2741.732443,8446.074682,98.75582499,617.158389,0,631.9458068,0,0,0,174.5227647,0,568.2116132,148.9943095,0,248.0769851,0,807.8591593,137.1109896,85.86423113,0,600.7012203,163.6715615,0,639.8406531,7974.420947,875.8000818,0,336.1441172,9067.253312,9.067253312,,0.069695396,0.066249524,1.233869479,0.164653884,0.010891482,0.019247589,0.089096348,0.066249524
7/14/2021,JIC2,100,10/18/2021,8,26,0,274.7416911,136.8411409,2341.588438,2990.268785,75.10727598,648.7336606,0,414.2999956,0,0,0,225.4835167,0,495.4754422,128.1903692,0,596.578928,0,626.9714368,152.4602847,85.94167807,309.9977382,533.6894696,173.0727439,0,683.177241,6808.829526,1159.502487,0,335.9875437,7939.821202,7.939821202,,0.052180016,0.067216812,0.671533664,0.227742678,0.009459568,0.028399067,0.078965435,0.067216812
7/14/2021,HC1,200,10/18/2021,8,27,0,204.4248152,110.3072398,1966.487931,4292.041597,70.98322847,383.6397974,0,302.9210511,0,36.12086494,24.85699084,152.8671196,0,370.9565639,85.46150553,0,261.1391179,0,644.2309001,75.22285644,52.21313445,134.7590867,351.5258557,105.9719468,0,600.0572479,5292.190085,646.1670127,0,268.7943882,6202.644095,6.202644095,,0.048837407,0.056673549,1.009009937,0.166027068,0.011444027,0.024645477,0.103863915,0.056673549
7/14/2021,CS1,100,10/18/2021,8,28,0,193.270055,142.9218903,1863.556234,6643.578036,0,497.1815189,0,529.0416704,0,44.37991147,49.533045,172.8808722,0,391.5539672,114.4140866,0,189.8931574,0,683.1715138,144.1664086,83.6473072,0,590.6834393,150.4817853,0,420.7841483,6177.962372,1061.223105,0,266.4191588,6942.49836,6.94249836,,0.076203355,0.085082258,1.225370728,0.224473171,0,0.024901824,0.098404274,0.085082258
7/14/2021,AR3,100,10/25/2021,9,3,0,0,153.6150534,1876.597474,3600.806703,60.54062977,633.9249309,0,280.9990361,0,0,0,0,0,295.5158545,100.069958,0,745.1802686,0,652.9195425,151.3003379,98.54473678,317.0749002,594.532152,0,0,780.4624874,5567.133793,1305.611556,0,310.9095846,6347.596281,6.347596281,,0.044268574,0.093662565,0.86290998,0.305554481,0.009537568,0,0.102860912,0.093662565
7/14/2021,WC1,100,10/25/2021,9,4,0,161.9284139,98.02075364,2494.183586,5971.173287,137.2416168,633.8718564,0,429.5800681,0,35.50704119,0,165.0955512,0,425.0235474,102.6207224,0,366.2343394,0,603.5969126,131.1466304,97.69067198,0,499.3864024,176.5957208,0,1163.804755,6646.842887,1225.443811,0,291.2898049,8149.171777,8.149171777,,0.052714568,0.061280633,1.03879966,0.228160078,0.016841174,0.020259182,0.074068498,0.061280633
7/14/2021,FC1,100,10/25/2021,9,5,0,0,0,537.794359,1288.661038,0,344.4479389,0,134.9558452,0,48.16239633,0,149.8267311,0,158.9968341,0,0,189.9553715,0,477.3959161,167.6571401,95.56628839,137.966536,402.4856508,146.2573795,0,584.1702623,2316.443565,937.333484,0,167.6439764,3046.871206,3.046871206,,0.044293256,0.132098019,0.599452774,0.42068776,0,0.049173963,0.156683983,0.132098019
7/14/2021,SR1,100,10/25/2021,9,6,0,0,150.9076215,1839.216924,5260.066055,71.55936764,508.2974898,0,417.9847674,0,0,0,203.2609568,0,281.4530576,90.90171527,0,194.6011287,0,537.5429252,193.9831658,114.3994356,0,389.0896577,0,0,0,4337.685795,924.7498943,0,202.5367072,4337.685795,4.337685795,,0.096361237,0.089699825,1.636652195,0.330371413,0.01649713,0.046859308,0.123923896,0.089699825
8/11/2021,CC1,100,10/29/2021,11,9,0,258.621652,140.6417417,1637.958025,4137.428409,65.65738449,389.4756389,0,333.3751571,0,52.45817813,49.54677754,154.8194681,0,257.9824556,0,0,207.8632589,0,553.4645604,106.7073286,102.8206456,0,358.5270033,172.0943931,0,593.5972125,13270.64765,668.7991868,0,158.3063592,14294.9609,14.2949609,,0.023321166,0.025080656,0.404015546,0.07403132,0.004593044,0.010830353,0.038717459,0.025080656
8/11/2021,CH3,200,10/29/2021,11,10,0,170.2577679,132.2960576,1005.308579,1981.014437,32.01890297,235.1984703,0,194.8100504,0,30.04761829,31.39976021,146.2467995,0,189.4960663,45.83043105,0,116.8459965,0,464.1813558,65.12339843,52.65571461,0,303.8468651,106.8870439,0,154.2065104,9360.490545,361.7059791,0,122.9501642,9791.841867,9.791841867,,0.019895139,0.031030614,0.304980723,0.060959364,0.003269957,0.014935576,0.047404907,0.031030614
8/11/2021,CH2,200,10/29/2021,11,11,0,83.59773252,84.88857675,810.2341074,1758.756605,0,207.9222924,0,154.2212943,0,37.01102282,39.61789891,112.0651868,0,161.5117391,0,0,96.91452212,0,378.2823452,73.29631731,51.56990779,0,288.0795873,88.49105769,0,295.9639022,7746.836597,409.3394353,0,120.5561961,8214.889289,8.214889289,,0.018773387,0.035067982,0.312723717,0.075139385,0,0.013641716,0.04604838,0.035067982
8/11/2021,AR1,100,10/29/2021,11,12,0,0,119.2612646,1340.572646,3327.60932,0,363.525262,0,284.025173,0,49.29813403,0,128.9304561,0,227.4845411,0,0,189.1761202,0,571.7139321,127.4853889,113.1336906,134.3177277,417.9464881,151.1519082,0,530.4652689,13138.60334,757.8784654,0,199.5996724,13820.22052,13.82022052,,0.020551421,0.030241666,0.337779123,0.081142246,0,0.009329117,0.041367931,0.030241666
8/11/2021,HC2,200,10/29/2021,11,13,0,116.542258,108.6127226,1204.763774,2993.903715,27.46087202,244.4342711,0,255.1085269,0,36.44642461,36.00936228,111.229191,0,224.4391357,54.16622527,0,134.1372799,0,387.725125,90.09601105,49.9861302,94.34697179,306.5931533,93.66564941,0,299.4530419,12288.13866,564.0734031,0,155.093821,12797.79961,12.79779961,,0.01993378,0.023956708,0.328077296,0.063175522,0.002145749,0.008691275,0.030296233,0.023956708
8/11/2021,WC1,100,10/29/2021,11,14,0,0,59.8278256,1368.981706,3411.23235,59.00224992,377.3573619,0,283.6146819,0,44.93065414,59.59293598,140.1235517,0,188.0051019,0,0,196.0728314,0,548.3964857,122.4077116,112.792067,0,395.164336,160.3592719,0,634.9818128,12018.29602,691.8988521,0,174.7334984,12813.63711,12.81363711,,0.022133816,0.030839358,0.373056769,0.083446738,0.004604645,0.010935502,0.042797879,0.030839358
8/11/2021,AR3,100,10/29/2021,11,15,0,0,0,861.6345942,2477.282482,0,327.8023832,0,222.2637514,0,42.44322833,42.04358013,160.040034,0,172.0793479,0,0,137.3500961,0,520.8886663,126.0955927,98.83633784,0,480.9934157,0,0,494.2573213,10744.05419,692.0222245,0,143.0867933,11238.31151,11.23831151,,0.019777326,0.042799438,0.29710131,0.090745359,0,0.014240576,0.046349371,0.042799438
8/11/2021,JIC1,100,10/29/2021,11,16,0,165.5798158,63.88070119,1717.554695,5767.873426,0,387.4521558,0,484.8609061,0,0,0,173.6577711,0,319.8984477,71.66149537,0,160.2920151,0,517.6207411,154.7492751,84.46292837,0,378.8516737,0,0,0,18649.8578,838.7315799,0,259.588134,18815.43761,18.81543761,,0.025769313,0.020135151,0.397834389,0.065169026,0,0.009229537,0.027510428,0.020135151
8/11/2021,CH1,100,10/29/2021,11,17,0,0,135.6213244,1103.404735,3133.299991,0,398.9597222,0,291.2334876,0,0,0,152.2598499,0,214.3419735,0,0,122.2597744,0,484.5430219,115.9017401,84.22516524,0,365.5362815,0,0,0,11511.55379,732.9744071,0,176.9094648,11511.55379,11.51155379,,0.025299234,0.031753861,0.368039346,0.098330265,0,0.013226698,0.042091887,0.031753861
8/11/2021,SR1,100,10/29/2021,11,18,0,509.2631817,146.1130772,2114.338264,7424.225818,0,749.8225183,0,613.1336046,0,0,0,0,0,363.6521394,106.4154423,0,138.5280053,0,600.5445734,132.745467,102.0269905,0,368.8063346,0,0,955.5586675,19747.0718,1347.694536,0,282.7009752,21211.89365,21.21189365,,0.02890518,0.017386771,0.449679988,0.098884008,0,0,0.028311691,0.017386771
8/11/2021,FC1,100,10/29/2021,11,19,0,191.2085099,0,1037.048008,1534.262623,0,0,0,114.1226609,0,84.03434236,0,208.0513958,0,573.1289478,0,0,282.1882961,0,410.4089316,127.7554572,92.99636071,202.0601277,987.4107323,0,0,0,16956.25518,721.4895293,0,216.548852,17147.46369,17.14746369,,0.006655367,0.057583486,0.149952826,0.042075583,0,0.012133071,0.02393409,0.057583486
8/11/2021,SC3,200,10/29/2021,11,20,0,177.7985601,97.49507459,1012.242345,3327.564799,0,262.2836508,0,290.0317037,0,33.16784119,22.85048554,106.5529464,0,247.349301,55.12557519,0,167.4074757,0,333.5382965,70.13403689,45.0677861,0,263.4216326,78.83075842,0,367.5708982,12037.00836,475.7916595,0,165.7794757,12661.20858,12.66120858,,0.02290711,0.02080541,0.342764051,0.058294223,0,0.008415701,0.026343322,0.02080541
8/11/2021,JIC2,100,10/29/2021,11,21,0,0,0,1291.435152,3605.457705,0,438.6819298,0,291.8942012,0,0,0,0,0,209.9355015,0,0,243.034233,0,501.1233324,139.3968266,93.2660619,173.9825855,417.8267141,0,0,533.1955423,14025.74395,901.4826306,0,240.9013563,14558.93949,14.55893949,,0.020049139,0.02869898,0.336349558,0.092050974,0,0,0.034420318,0.02869898
8/11/2021,SC2,200,10/29/2021,11,22,0,235.7978825,43.02888433,1616.438198,4409.33739,0,219.9336774,0,357.2993392,0,28.90508996,26.74495099,99.51287694,0,247.6968627,62.05697502,0,141.8394584,0,425.623022,77.29390162,44.94960565,0,320.6713552,103.1236084,0,432.6661731,15393.32533,483.4117677,0,215.2728541,16164.913,16.164913,,0.022103388,0.019837493,0.372768823,0.043510624,0,0.006156103,0.026330053,0.019837493
8/11/2021,AR2,100,10/29/2021,11,23,0,177.1318601,141.8746802,1265.572009,4207.974969,0,517.176052,0,385.0763584,0,0,0,0,0,261.2951961,89.00115496,0,183.424745,0,685.1629384,169.3492682,102.0670771,0,390.4107152,0,0,1120.763818,14472.82434,1237.392761,0,305.737157,15770.72002,15.77072002,,0.02441717,0.024755415,0.347070202,0.111254832,0,0,0.043445254,0.024755415
8/11/2021,CS1,100,10/29/2021,11,24,0,226.0460496,91.66675589,1850.153151,6614.701808,0,591.8287833,0,590.4681336,0,0,0,0,0,427.6775125,111.0382689,0,180.6526636,0,583.2351212,134.9640562,88.44703753,0,408.938493,0,0,0,21965.98347,914.9662822,0,286.083075,22192.02952,22.19202952,,0.026607216,0.018427269,0.38143672,0.067898029,0,0,0.026281288,0.018427269
8/11/2021,FB1,100,10/29/2021,11,25,0,241.7000848,0,1642.153056,3981.136392,0,423.50458,0,399.6217759,0,0,0,0,0,252.4670496,86.65458611,0,107.4259845,0,483.0632669,95.61408713,85.10202661,0,302.8695912,0,0,434.2573023,13675.50278,521.5784644,0,132.8687517,14351.46017,14.35146017,,0.027845374,0.021103747,0.39182699,0.065852745,0,0,0.03365952,0.021103747
8/11/2021,HC1,200,10/29/2021,11,26,0,115.3199184,105.1826879,1035.539249,2561.32385,0,270.2033808,0,229.4126328,0,32.65452264,34.71942986,123.1705851,0,187.7970734,53.95490338,0,100.9362296,0,365.7884282,60.20981516,41.66018392,0,259.6156964,0,0,0,9066.613059,459.8309865,0,128.4696665,9181.932977,9.181932977,,0.024985222,0.028274623,0.391732668,0.079507699,0,0.01341445,0.039837846,0.028274623
8/11/2021,WR1,200,10/29/2021,11,27,0,143.8388437,132.2437378,1353.463775,2238.178207,59.76965863,219.63337,0,182.1934319,0,45.59572929,43.68485388,155.6251899,0,203.3466118,50.85218557,0,201.3766879,0,368.0134078,67.90421891,42.07349205,0,316.3075536,0,0,0,10122.17253,364.0366478,0,125.3460055,10266.01137,10.26601137,,0.017747246,0.030811144,0.349857588,0.056854605,0.005822092,0.015159265,0.03584775,0.030811144
8/11/2021,SC1,200,10/29/2021,11,28,0,214.089115,100.0365488,1636.629691,4559.536132,0,305.2892594,0,359.326206,0,35.28270984,35.78425907,120.7002081,0,268.6052187,55.92920264,0,170.5072696,0,446.3898092,80.83604851,49.1007803,0,318.9040538,116.1088509,0,475.4711828,15675.39883,472.9488567,0,218.0413975,16481.06798,16.48106798,,0.021802362,0.01934972,0.375956572,0.047220127,0,0.007323567,0.027085005,0.01934972
9/22/2021,WR1,200,11/8/2021,15,21,0,122.5904158,73.27242454,807.4078239,1415.802967,0,230.934512,0,124.9771146,0,29.74063187,0,92.23872214,0,128.2206756,0,0,151.5262062,0,252.5242203,56.43429189,48.94864572,0,206.4688189,92.78610784,0,0,1581.192721,312.2906098,0,71.52876838,1796.569245,1.796569245,,0.069564318,0.114923942,1.237475704,0.30236804,0,0.05134159,0.140559136,0.114923942
9/22/2021,JIC1,100,11/8/2021,15,22,0,259.3214063,88.19543343,1237.102972,3659.168052,0,472.4764468,0,307.281086,0,0,0,0,0,240.7525095,0,0,159.4059736,0,451.8065989,102.4905566,102.1497477,0,316.5591414,0,0,0,2889.564366,776.9146778,0,183.1877175,3148.885772,3.148885772,,0.097584069,0.100530526,1.554921765,0.396772451,0,0,0.143481419,0.100530526
9/22/2021,AR1,100,11/8/2021,15,23,0,85.95076204,91.30265617,1268.135026,1818.380595,84.65930256,0,0,183.5986694,0,0,0,0,0,146.6769795,0,0,183.9289568,0,379.7373945,116.8193541,89.05501016,0,327.1065552,190.8481594,0,0,1786.802602,500.9420123,0,42.21697511,2063.601524,2.063601524,,0.08897002,0.158512461,1.495693614,0.242751329,0.041025024,0,0.184016822,0.158512461
9/22/2021,SC1,100,11/8/2021,15,24,0,0,164.0929337,1092.293224,2723.52583,0,338.1770921,0,217.2604052,0,47.00598917,41.04788071,152.064377,0,179.0022593,0,0,215.5234654,0,444.4153267,136.1025885,97.33903434,151.2895288,309.5405732,0,0,0,2101.553812,439.8448996,0,134.8528354,2101.553812,2.101553812,,0.103380843,0.147291291,1.815713227,0.370212738,0,0.07235807,0.211469877,0.147291291
9/22/2021,AR2,100,11/8/2021,15,25,0,99.68849905,111.6897718,999.4769321,2807.233838,0,373.3266837,0,221.1222752,0,0,0,0,0,143.3984978,0,0,123.0604876,0,415.6643539,129.6386625,84.92742947,0,279.5430912,0,0,0,1743.366458,722.8260808,0,96.31007145,1843.054957,1.843054957,,0.119975953,0.151673769,2.065435301,0.594747737,0,0,0.225530092,0.151673769
9/22/2021,CH1,100,11/8/2021,15,26,0,402.0533701,150.8282019,1316.2202,4498.738568,0,438.1072863,0,355.2455069,0,0,0,0,0,227.363969,0,0,132.413226,0,420.6237237,134.8428898,104.537688,0,323.1272083,0,0,0,3127.62043,732.7740228,0,152.8770383,3529.673801,3.529673801,,0.100645421,0.091545912,1.647449339,0.331725076,0,0,0.119167874,0.091545912
9/22/2021,HC2,200,11/8/2021,15,27,0,134.5987538,85.04108274,845.2956993,1689.913773,36.13869224,221.5101906,0,140.912955,0,32.50017832,0,87.61506072,0,148.5361205,0,0,140.9605837,0,225.0674891,55.68171396,46.4919787,0,194.4148791,87.51583951,0,0,1733.402899,348.9393652,0,86.4648419,1955.517493,1.955517493,,0.072059164,0.099418635,1.296439168,0.291712837,0.018480373,0.044804028,0.11509357,0.099418635
9/22/2021,CC1,100,11/8/2021,15,28,0,254.9827519,79.50548858,1325.278558,3429.195685,0,432.6295495,0,331.6741029,0,0,0,0,0,243.1103706,0,0,143.2262495,0,402.7724256,122.0885749,100.0792081,0,323.6821547,0,0,0,3012.235493,641.2338323,0,110.709166,3267.218245,3.267218245,,0.101515748,0.099069646,1.455205587,0.328678191,0,0,0.123276866,0.099069646
9/22/2021,WC1,100,11/9/2021,16,3,0,0,0,1066.905806,1914.451297,0,461.9430216,0,222.1747436,0,0,0,0,0,197.8506092,0,0,193.4088313,0,0,0,100.7137566,0,322.8782796,0,0,0,2292.145845,590.6251789,0,124.7603898,2292.145845,2.292145845,,0.096928712,0.140862886,1.300683859,0.459206469,0,0,0,0.140862886
9/22/2021,SR1,100,11/9/2021,16,4,0,811.5916095,0,2396.746291,8598.051591,0,1319.857061,0,767.5055923,0,0,0,0,0,420.883053,121.2522318,0,125.8005374,0,567.3135274,92.47344597,109.0507762,0,340.6068222,215.3067919,0,0,6920.734405,1100.156836,0,336.6738024,7947.632806,7.947632806,,0.096570339,0.042856386,1.383405367,0.30449493,0,0,0.071381447,0.042856386
9/22/2021,AR3,100,11/9/2021,16,5,0,252.0287982,0,1025.205685,2141.24772,0,540.2873086,0,263.8963604,0,52.94922806,0,155.2956104,0,197.541014,0,0,292.8061539,0,463.9455408,113.7304984,113.5002531,355.2363735,464.0064758,208.3018943,0,506.301408,3614.865294,1141.654872,0,206.046159,4581.497395,4.581497395,,0.057600461,0.101278345,0.69113941,0.367116258,0,0.033896256,0.101265045,0.101278345
9/22/2021,FC1,100,11/9/2021,16,6,0,0,0,0,0,0,0,0,106.8133147,0,0,0,0,0,110.9142151,0,0,110.9765895,0,0,0,102.8814043,0,271.4980694,0,0,0,1086.801616,673.7383873,0,87.25755056,1086.801616,1.086801616,,0.098282256,0.249813826,0,0.619927664,0,0,0,0.249813826
9/22/2021,FB1,100,11/9/2021,16,7,0,1043.970951,0,2577.956576,9183.436893,0,832.5722721,0,826.4668156,0,0,0,0,0,532.1938222,123.4662673,0,97.4860695,0,0,0,104.5523722,0,335.5255338,0,0,0,7262.799845,771.3399707,0,287.6954752,8306.770796,8.306770796,,0.099493153,0.040391813,1.415880341,0.193084928,0,0,0,0.040391813
9/22/2021,JIC2,100,11/9/2021,16,8,0,0,0,1244.211774,3110.248055,81.14920842,454.0153894,0,272.4478201,0,0,0,0,0,219.1846751,83.83052844,0,153.0460364,0,0,0,103.5876465,0,365.2646058,0,0,0,2957.413598,988.9806806,0,174.4746031,2957.413598,2.957413598,,0.092123679,0.123508124,1.472387843,0.487925014,0.027439249,0,0,0.123508124
9/22/2021,CS1,100,11/9/2021,16,9,0,371.3233338,0,1271.966479,4252.029685,0,458.3004832,0,434.3196879,0,46.77602863,0,163.4111552,0,327.563536,86.8884628,0,205.6583035,0,0,0,106.6898572,0,345.4665386,169.7834478,0,0,4199.161489,592.970056,0,191.4004618,4740.26827,4.74026827,,0.091623441,0.072879111,1.16533408,0.221774482,0,0.034472976,0,0.072879111
9/22/2021,CH2,200,11/9/2021,16,10,0,98.9729766,69.917149,825.0794848,1583.061156,0,227.1551946,0,145.4107959,0,27.02576397,0,86.7564409,0,118.4220693,39.07925047,0,124.4607844,0,0,0,50.81781068,0,197.4833796,0,0,0,1592.915252,271.1939591,0,73.46605798,1691.888229,1.691888229,,0.085945864,0.116723656,1.423344994,0.294552055,0,0.05127788,0,0.116723656
9/22/2021,SC3,200,11/9/2021,16,11,0,124.0865803,62.05190071,755.8417646,1782.277757,0,184.0175189,0,179.7688755,0,22.67191022,0,108.9644433,0,192.239973,0,0,105.053709,0,0,0,50.7766559,0,207.9759993,83.42120541,0,0,2274.270894,426.5750903,0,119.0379109,2481.77868,2.48177868,,0.072435498,0.083801187,1.022701799,0.246030242,0,0.043905786,0,0.083801187
9/22/2021,HC1,200,11/9/2021,16,12,0,97.78672616,52.10568032,774.7286995,1310.707608,0,234.5522116,0,133.0843308,0,32.50603638,0,115.6880249,0,135.7153658,0,0,195.123913,0,0,0,47.99846883,66.63122565,194.6668172,78.7768138,0,0,1725.914296,296.0725691,0,62.33441934,1902.477836,1.902477836,,0.069953157,0.102322778,1.096168516,0.278912464,0,0.060809132,0,0.102322778
9/22/2021,CH3,100,11/9/2021,16,13,0,373.9702664,0,1308.409087,3563.81949,0,596.5764273,0,397.9279466,0,0,0,0,0,251.1310464,0,0,113.8070609,0,0,0,105.3381677,0,308.8090456,181.1338897,0,0,3386.438371,659.0655707,0,173.8257375,3941.542527,3.941542527,,0.100957415,0.078347257,1.236122291,0.318566142,0,0,0,0.078347257
9/22/2021,SC2,100,11/9/2021,16,14,0,156.8150353,0,1143.264038,2786.882273,0,351.5684495,0,290.5477017,0,0,0,171.4849639,0,233.8043004,0,0,182.5633441,0,0,0,103.837163,0,386.7819439,0,0,0,2794.818337,535.1323907,0,96.63846134,2951.633372,2.951633372,,0.098436244,0.131039968,1.331515746,0.300410223,0,0.058098328,0,0.131039968
