"","Site","X Variable","Y Variable","R Squared","P Value"
"148","CS1","Phosphate","Phycocyanin Concentration",0.0144508344768336,0.669568601130933
"149","FB1","Phosphate","Phycocyanin Concentration",0.145765831662896,0.16023845126945
"150","FC1","Phosphate","Phycocyanin Concentration",0.137309607624338,0.192151096479873
"151","HC1","Phosphate","Phycocyanin Concentration",0.00753836377399013,0.777915401604782
"152","HC2","Phosphate","Phycocyanin Concentration",0.00292916289647943,0.848081519442022
"153","JIC1","Phosphate","Phycocyanin Concentration",0.105067014525772,0.258217775840204
"154","JIC2","Phosphate","Phycocyanin Concentration",0.179484339116599,0.115568426460641
"155","SC1","Phosphate","Phycocyanin Concentration",0.0540099645484525,0.404562928767381
"156","SC2","Phosphate","Phycocyanin Concentration",0.00227919738555914,0.865832863344874
"157","SC3","Phosphate","Phycocyanin Concentration",0.0700210062945794,0.340550399775627
"158","SR1","Phosphate","Phycocyanin Concentration",0.0125928490790619,0.690501416999543
"159","WC1","Phosphate","Phycocyanin Concentration",0.00148185045577771,0.891659412095475
"160","WR1","Phosphate","Phycocyanin Concentration",0.00401856912082686,0.829539189345558
"161","AR1","Phosphate","Phycoerytherin Concentration",0.0275216368266597,0.554592650643504
"162","AR2","Phosphate","Phycoerytherin Concentration",0.118801465690127,0.175467435389494
"163","AR3","Phosphate","Phycoerytherin Concentration",0.0143180696617253,0.647359577971214
"164","CC1","Phosphate","Phycoerytherin Concentration",0.0459353429538865,0.408781484430015
"165","CH1","Phosphate","Phycoerytherin Concentration",0.00189475558395565,0.872829092589
"166","CH2","Phosphate","Phycoerytherin Concentration",0.242725969574059,0.0734781898603787
"167","CH3","Phosphate","Phycoerytherin Concentration",0.00062300780935494,0.92689263150262
"168","CS1","Phosphate","Phycoerytherin Concentration",0.00186845771706436,0.869160728301669
"169","FB1","Phosphate","Phycoerytherin Concentration",0.227035350327075,0.0531551097843286
"170","FC1","Phosphate","Phycoerytherin Concentration",0.023979696330854,0.566887001907592
"171","HC1","Phosphate","Phycoerytherin Concentration",0.00170612318165239,0.888502712647789
"172","HC2","Phosphate","Phycoerytherin Concentration",0.052358429875294,0.377025795222284
"173","JIC1","Phosphate","Phycoerytherin Concentration",0.0156290330074705,0.657093922907937
"174","JIC2","Phosphate","Phycoerytherin Concentration",0.199954322300051,0.0719159975800251
"175","SC1","Phosphate","Phycoerytherin Concentration",0.183101992494963,0.0866286232606113
"176","SC2","Phosphate","Phycoerytherin Concentration",0.113827026154602,0.185390828232264
"177","SC3","Phosphate","Phycoerytherin Concentration",0.0504465132201078,0.386119961596656
"178","SR1","Phosphate","Phycoerytherin Concentration",0.0173365005937045,0.614449058224276
"179","WC1","Phosphate","Phycoerytherin Concentration",0.0111941882845962,0.68610614938511
"180","WR1","Phosphate","Phycoerytherin Concentration",0.0217720014766532,0.585521910825292
"181","AR1","Nitrate","Chlorophyll Concentration",0.0405037628057459,0.471987529564389
"182","AR2","Nitrate","Chlorophyll Concentration",0.00605820353969291,0.76652319724503
"183","AR3","Nitrate","Chlorophyll Concentration",0.0011118044820331,0.898906908784967
"184","CC1","Nitrate","Chlorophyll Concentration",0.231283922441916,0.0506708216525707
"185","CH1","Nitrate","Chlorophyll Concentration",0.216081802964286,0.0696482671617488
"186","CH2","Nitrate","Chlorophyll Concentration",0.156173062294683,0.161960575512257
"187","CH3","Nitrate","Chlorophyll Concentration",0.0012150067284364,0.898025868048175
"188","CS1","Nitrate","Chlorophyll Concentration",0.0457038375397,0.409993078365256
"189","FB1","Nitrate","Chlorophyll Concentration",0.0612734162404844,0.338116546618324
"190","FC1","Nitrate","Chlorophyll Concentration",0.217980956474195,0.0682710676400181
"191","HC1","Nitrate","Chlorophyll Concentration",0.259705466277944,0.0626754220171783
"192","HC2","Nitrate","Chlorophyll Concentration",0.126221843006106,0.161686293129475
"193","JIC1","Nitrate","Chlorophyll Concentration",0.0566529689070233,0.392968892768231
"194","JIC2","Nitrate","Chlorophyll Concentration",0.12578747350907,0.162461109157458
"195","SC1","Nitrate","Chlorophyll Concentration",0.00247263020260555,0.849682703176736
"196","SC2","Nitrate","Chlorophyll Concentration",0.0229404687176136,0.561720790458589
"197","SC3","Nitrate","Chlorophyll Concentration",0.154269522091478,0.118869917572907
"198","SR1","Nitrate","Chlorophyll Concentration",0.00100760292717739,0.903739101867651
"199","WC1","Nitrate","Chlorophyll Concentration",0.0883121739248846,0.246719237853607
"200","WR1","Nitrate","Chlorophyll Concentration",0.138717381328501,0.155413604856492
"201","AR1","Nitrate","Phycocyanin Concentration",0.0020169870263109,0.878832552611539
"202","AR2","Nitrate","Phycocyanin Concentration",0.00974335166454812,0.726348716197229
"203","AR3","Nitrate","Phycocyanin Concentration",0.000238279167626858,0.956456690237624
"204","CC1","Nitrate","Phycocyanin Concentration",0.00187667093574427,0.878165815017914
"205","CH1","Nitrate","Phycocyanin Concentration",0.106867220599064,0.253942384463368
"206","CH2","Nitrate","Phycocyanin Concentration",9.96833786031645e-06,0.99183258883067
"207","CH3","Nitrate","Phycocyanin Concentration",0.0051339554940947,0.807686286205663
"208","CS1","Nitrate","Phycocyanin Concentration",0.00280947323097427,0.851185121090161
"209","FB1","Nitrate","Phycocyanin Concentration",0.045771609418897,0.443888068113051
"210","FC1","Nitrate","Phycocyanin Concentration",0.0493519198608564,0.445261981556042
"211","HC1","Nitrate","Phycocyanin Concentration",0.00627343648704834,0.79702000528937
"212","HC2","Nitrate","Phycocyanin Concentration",0.000520281216700947,0.935690813566184
"213","JIC1","Nitrate","Phycocyanin Concentration",0.0174033097993381,0.65302877251107
"214","JIC2","Nitrate","Phycocyanin Concentration",0.0136990249809072,0.677840540565651
"215","SC1","Nitrate","Phycocyanin Concentration",1.83738679020094e-05,0.987903666128765
"216","SC2","Nitrate","Phycocyanin Concentration",0.054696856831772,0.401505717925291
"217","SC3","Nitrate","Phycocyanin Concentration",0.0750757771502041,0.323046104650993
"218","SR1","Nitrate","Phycocyanin Concentration",0.166218731582025,0.13143398584797
"219","WC1","Nitrate","Phycocyanin Concentration",0.00917477895535578,0.734178521969709
"220","WR1","Nitrate","Phycocyanin Concentration",0.0600462585996027,0.398462062799242
"221","AR1","Nitrate","Phycoerytherin Concentration",0.0140204749882975,0.674272377318688
"222","AR2","Nitrate","Phycoerytherin Concentration",0.0755642058256165,0.285605525766084
"223","AR3","Nitrate","Phycoerytherin Concentration",0.0341722082809759,0.477525014258491
"224","CC1","Nitrate","Phycoerytherin Concentration",0.0278444242091227,0.522097596770136
"225","CH1","Nitrate","Phycoerytherin Concentration",0.0108376364807103,0.701213835239384
"226","CH2","Nitrate","Phycoerytherin Concentration",0.0154939305195275,0.671584623752734
"227","CH3","Nitrate","Phycoerytherin Concentration",0.0679463523634985,0.329520456470378
"228","CS1","Nitrate","Phycoerytherin Concentration",0.026925375611408,0.529143583668888
"229","FB1","Nitrate","Phycoerytherin Concentration",0.0401031018296398,0.440915801348086
"230","FC1","Nitrate","Phycoerytherin Concentration",0.00206374536010981,0.867323888225873
"231","HC1","Nitrate","Phycoerytherin Concentration",0.00183443096795314,0.884410856778253
"232","HC2","Nitrate","Phycoerytherin Concentration",0.00358142558401916,0.819524780059503
"233","JIC1","Nitrate","Phycoerytherin Concentration",0.0240068584214934,0.581377398228075
"234","JIC2","Nitrate","Phycoerytherin Concentration",0.059221988075682,0.346597086407095
"235","SC1","Nitrate","Phycoerytherin Concentration",0.087805726813266,0.248143713838776
"236","SC2","Nitrate","Phycoerytherin Concentration",0.0220531794393552,0.569474712409901
"237","SC3","Nitrate","Phycoerytherin Concentration",0.0454804703366553,0.411166809542337
"238","SR1","Nitrate","Phycoerytherin Concentration",0.219500565354281,0.057846031941533
"239","WC1","Nitrate","Phycoerytherin Concentration",0.0804126067465701,0.270038645187899
"240","WR1","Nitrate","Phycoerytherin Concentration",5.14175677098494e-05,0.978973524557007
"241","AR1","Tidal Height","CDOM absorbance at 412 nm",0.591248794173572,0.000807058468269214
"242","AR2","Tidal Height","CDOM absorbance at 412 nm",0.0271735079667776,0.527225274924684
"243","AR3","Tidal Height","CDOM absorbance at 412 nm",2.77528512920306e-05,0.983990400296397
"244","CC1","Tidal Height","CDOM absorbance at 412 nm",0.0145276275895547,0.644946931485382
"245","CH1","Tidal Height","CDOM absorbance at 412 nm",0.129724938486102,0.170578152146047
"246","CH2","Tidal Height","CDOM absorbance at 412 nm",0.126262285095267,0.212482641398405
"247","CH3","Tidal Height","CDOM absorbance at 412 nm",0.00362380322147462,0.824734758189745
"248","CS1","Tidal Height","CDOM absorbance at 412 nm",0.0185218207282286,0.602487811617901
"249","FB1","Tidal Height","CDOM absorbance at 412 nm",0.0368695234430989,0.476200654080199
"250","FC1","Tidal Height","CDOM absorbance at 412 nm",0.180104748764435,0.101342855059173
"251","HC1","Tidal Height","CDOM absorbance at 412 nm",0.411982032360729,0.0133368189413461
"252","HC2","Tidal Height","CDOM absorbance at 412 nm",0.0918915468622389,0.236909312011325
"253","JIC1","Tidal Height","CDOM absorbance at 412 nm",0.104953599799951,0.238808811122239
"254","JIC2","Tidal Height","CDOM absorbance at 412 nm",0.0075365738557869,0.740415685965977
"255","SC1","Tidal Height","CDOM absorbance at 412 nm",0.0228605769249253,0.562410878551596
"256","SC2","Tidal Height","CDOM absorbance at 412 nm",0.162565428637616,0.108542909640247
"257","SC3","Tidal Height","CDOM absorbance at 412 nm",0.503969820558121,0.00141009367410699
"258","SR1","Tidal Height","CDOM absorbance at 412 nm",0.00449164792015708,0.798284206788412
"259","WC1","Tidal Height","CDOM absorbance at 412 nm",0.520170384908978,0.0010851850146902
"260","WR1","Tidal Height","CDOM absorbance at 412 nm",0.0460852650983977,0.424627934118497
"261","AR1","Tidal Height","Chlorophyll Concentration",0.00426560943844643,0.761734803236926
"262","AR2","Tidal Height","Chlorophyll Concentration",0.106079900604004,0.104441082749452
"263","AR3","Tidal Height","Chlorophyll Concentration",0.0077863382983814,0.668179399796176
"264","CC1","Tidal Height","Chlorophyll Concentration",0.340485146512685,0.00219946984328152
"265","CH1","Tidal Height","Chlorophyll Concentration",0.00379482030000543,0.769889559611096
"266","CH2","Tidal Height","Chlorophyll Concentration",0.00659051787823277,0.712700180916851
"267","CH3","Tidal Height","Chlorophyll Concentration",0.0866482960189669,0.153198006388843
"268","CS1","Tidal Height","Chlorophyll Concentration",0.34190244779286,0.00170577221857875
"269","FB1","Tidal Height","Chlorophyll Concentration",0.0510184635397929,0.26721422108318
"270","FC1","Tidal Height","Chlorophyll Concentration",0.174669888083686,0.0376234594381313
"271","HC1","Tidal Height","Chlorophyll Concentration",0.200554974525422,0.0321193509629873
"272","HC2","Tidal Height","Chlorophyll Concentration",0.290596355544964,0.00448803022138011
"273","JIC1","Tidal Height","Chlorophyll Concentration",0.0147651130377898,0.571660270429157
"274","JIC2","Tidal Height","Chlorophyll Concentration",0.395793853030754,0.000575547099389726
"275","SC1","Tidal Height","Chlorophyll Concentration",0.0560171729387781,0.244378701176038
"276","SC2","Tidal Height","Chlorophyll Concentration",0.136602794717416,0.0631230068747302
"277","SC3","Tidal Height","Chlorophyll Concentration",0.23028301861667,0.0131044782484421
"278","SR1","Tidal Height","Chlorophyll Concentration",0.288003736388244,0.0100231476632967
"279","WC1","Tidal Height","Chlorophyll Concentration",0.027581570088642,0.417459986799838
"280","WR1","Tidal Height","Chlorophyll Concentration",0.164635078330137,0.0441767533560492
"281","AR1","Tidal Height","Nitrate",0.0140323186638402,0.674141817168944
"282","AR2","Tidal Height","Nitrate",0.000457365732317379,0.93506866415541
"283","AR3","Tidal Height","Nitrate",0.0721963721353694,0.297039618857682
"284","CC1","Tidal Height","Nitrate",0.338533730103785,0.0142780885825225
"285","CH1","Tidal Height","Nitrate",6.34290793287114e-05,0.976646902778483
"286","CH2","Tidal Height","Nitrate",0.0402470995983828,0.491643189745612
"287","CH3","Tidal Height","Nitrate",0.0592472303579203,0.363655456288014
"288","CS1","Tidal Height","Nitrate",0.00109615155372057,0.899617668441457
"289","FB1","Tidal Height","Nitrate",0.0630419923704813,0.331013208923666
"290","FC1","Tidal Height","Nitrate",0.394674064849,0.00915720993849009
"291","HC1","Tidal Height","Nitrate",0.164821709654081,0.14977304238635
"292","HC2","Tidal Height","Nitrate",0.338024363757403,0.0143689757982712
"293","JIC1","Tidal Height","Nitrate",0.184999320335669,0.109539387014316
"294","JIC2","Tidal Height","Nitrate",0.290994866337407,0.0254308777047957
"295","SC1","Tidal Height","Nitrate",0.274736231068839,0.0307882419745898
"296","SC2","Tidal Height","Nitrate",0.110208520267393,0.192981439823727
"297","SC3","Tidal Height","Nitrate",0.161351044253812,0.109997054407456
"298","SR1","Tidal Height","Nitrate",0.040044181320362,0.441258653103858
"299","WC1","Tidal Height","Nitrate",0.0117087082514019,0.679326422966927
"300","WR1","Tidal Height","Nitrate",0.0952615092117477,0.244786327934461
"301","AR1","Tidal Height","Phycocyanin Concentration",0.125717371851663,0.105426955653789
"302","AR2","Tidal Height","Phycocyanin Concentration",0.00356453364244049,0.786696704605427
"303","AR3","Tidal Height","Phycocyanin Concentration",0.0404605892729021,0.357399218630005
"304","CC1","Tidal Height","Phycocyanin Concentration",0.0203512548785855,0.52652558145521
"305","CH1","Tidal Height","Phycocyanin Concentration",0.0246353172582514,0.485452150721084
"306","CH2","Tidal Height","Phycocyanin Concentration",0.0227707262576928,0.513807053543852
"307","CH3","Tidal Height","Phycocyanin Concentration",0.00364423673816998,0.789573954447574
"308","CS1","Tidal Height","Phycocyanin Concentration",0.0382574497648739,0.371100910196963
"309","FB1","Tidal Height","Phycocyanin Concentration",0.070919823311966,0.219343974095056
"310","FC1","Tidal Height","Phycocyanin Concentration",0.0357682439791635,0.399261750958656
"311","HC1","Tidal Height","Phycocyanin Concentration",0.048882762572386,0.335480935631819
"312","HC2","Tidal Height","Phycocyanin Concentration",0.0113346389534419,0.628748417968852
"313","JIC1","Tidal Height","Phycocyanin Concentration",0.0521737428644685,0.306580052925572
"314","JIC2","Tidal Height","Phycocyanin Concentration",0.0312260123332999,0.419906898775047
"315","SC1","Tidal Height","Phycocyanin Concentration",0.0453583457807953,0.329219179229558
"316","SC2","Tidal Height","Phycocyanin Concentration",0.0957803439017629,0.150711400838947
"317","SC3","Tidal Height","Phycocyanin Concentration",0.0226925157901557,0.492657152817174
"318","SR1","Tidal Height","Phycocyanin Concentration",0.184371349095063,0.0588460835165382
"319","WC1","Tidal Height","Phycocyanin Concentration",0.00124215843711753,0.873157808896603
"320","WR1","Tidal Height","Phycocyanin Concentration",0.00655449740382036,0.720224917629026
"321","AR1","Tidal Height","Phycoerytherin Concentration",0.00591827281798172,0.727173601383414
"322","AR2","Tidal Height","Phycoerytherin Concentration",0.0221768159277627,0.477424861365402
"323","AR3","Tidal Height","Phycoerytherin Concentration",0.000536634509322509,0.912479669194697
"324","CC1","Tidal Height","Phycoerytherin Concentration",0.00235825774197554,0.821717809540746
"325","CH1","Tidal Height","Phycoerytherin Concentration",0.00170502676512027,0.848078372659101
"326","CH2","Tidal Height","Phycoerytherin Concentration",0.0195877663863711,0.53446519179926
"327","CH3","Tidal Height","Phycoerytherin Concentration",0.0308697347641529,0.411527917202337
"328","CS1","Tidal Height","Phycoerytherin Concentration",5.90406054550352e-05,0.970921598099939
"329","FB1","Tidal Height","Phycoerytherin Concentration",0.0845772702219749,0.158432386077073
"330","FC1","Tidal Height","Phycoerytherin Concentration",0.0156251429090174,0.560583711717146
"331","HC1","Tidal Height","Phycoerytherin Concentration",0.0323876239935513,0.422890643824455
"332","HC2","Tidal Height","Phycoerytherin Concentration",0.0385170567283636,0.347095519353887
